Time,CH 1 °C,Alm 1,Alm 2,Alm 3,Alm 4, ./U2L4.csv
09/22/2016 15:03:58,22.5,,^,^,^, ./U2L4.csv
09/22/2016 15:13:58,22.5,,^,^,^, ./U2L4.csv
09/22/2016 15:23:58,23.0,,^,^,^, ./U2L4.csv
09/22/2016 15:33:58,23.0,,^,^,^, ./U2L4.csv
09/22/2016 15:43:58,23.0,,^,^,^, ./U2L4.csv
09/22/2016 15:53:58,23.0,,^,^,^, ./U2L4.csv
09/22/2016 16:03:58,23.0,,^,^,^, ./U2L4.csv
09/22/2016 16:13:58,23.0,,^,^,^, ./U2L4.csv
09/22/2016 16:23:58,23.5,,^,^,^, ./U2L4.csv
09/22/2016 16:33:58,23.0,,^,^,^, ./U2L4.csv
09/22/2016 16:43:58,23.0,,^,^,^, ./U2L4.csv
09/22/2016 16:53:58,23.0,,^,^,^, ./U2L4.csv
09/22/2016 17:03:58,23.0,,^,^,^, ./U2L4.csv
09/22/2016 17:13:58,23.0,,^,^,^, ./U2L4.csv
09/22/2016 17:23:58,23.0,,^,^,^, ./U2L4.csv
09/22/2016 17:33:58,23.0,,^,^,^, ./U2L4.csv
09/22/2016 17:43:58,22.5,,^,^,^, ./U2L4.csv
09/22/2016 17:53:58,22.5,,^,^,^, ./U2L4.csv
09/22/2016 18:03:58,22.5,,^,^,^, ./U2L4.csv
09/22/2016 18:13:58,22.5,,^,^,^, ./U2L4.csv
09/22/2016 18:23:58,22.5,,^,^,^, ./U2L4.csv
09/22/2016 18:33:58,22.5,,^,^,^, ./U2L4.csv
09/22/2016 18:43:58,22.5,,^,^,^, ./U2L4.csv
09/22/2016 18:53:58,22.0,,^,^,^, ./U2L4.csv
09/22/2016 19:03:58,22.0,,^,^,^, ./U2L4.csv
09/22/2016 19:13:58,22.0,,^,^,^, ./U2L4.csv
09/22/2016 19:23:58,22.0,,^,^,^, ./U2L4.csv
09/22/2016 19:33:58,22.0,,^,^,^, ./U2L4.csv
09/22/2016 19:43:58,22.0,,^,^,^, ./U2L4.csv
09/22/2016 19:53:58,22.0,,^,^,^, ./U2L4.csv
09/22/2016 20:03:58,22.0,,^,^,^, ./U2L4.csv
09/22/2016 20:13:58,22.0,,^,^,^, ./U2L4.csv
09/22/2016 20:23:58,22.0,,^,^,^, ./U2L4.csv
09/22/2016 20:33:58,22.0,,^,^,^, ./U2L4.csv
09/22/2016 20:43:58,22.0,,^,^,^, ./U2L4.csv
09/22/2016 20:53:58,22.0,,^,^,^, ./U2L4.csv
09/22/2016 21:03:58,22.0,,^,^,^, ./U2L4.csv
09/22/2016 21:13:58,22.0,,^,^,^, ./U2L4.csv
09/22/2016 21:23:58,22.0,,^,^,^, ./U2L4.csv
09/22/2016 21:33:58,22.0,,^,^,^, ./U2L4.csv
